Date observed	Date reported	Pathogen species 	Pathogen serotype	Pathogen NCBI taxonomy ID	Host species Latin name	Host species NCBI taxonomy ID	Host species common name	Animal domestication status	Latitude	Longitude	Geo text original 	Country OSM ID	Admin. level 1 OSM ID	Locality OSM ID	Data source	Original record ID
2021-03-31	2021-05-19	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Gallus gallus	9031	chickens	Domestic	48.04	7.65					OIE	295991
2021-03-26	2021-05-06	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Gallus gallus	9031	chickens	Domestic	47.61	7.9					OIE	295048
2021-03-25	2021-04-23	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441				Wild	57.741112	13.144776					OIE	294016
2021-03-25	2021-04-30	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anserinae	2068722		Wild	52.65	8.19					OIE	294644
2021-03-11	2021-05-07	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	55.5522	11.2667					OIE	295166
2021-03-10	2021-04-12	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	54.30053	13.074641999999999					OIE	293218
2021-03-07	2021-04-06	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anser sp.	8847	goose	Wild	57.97704	12.23825					OIE	292911
2021-03-05	2021-03-20	Influenza A virus		11320	Aves	8782	birds	Wild	51.0203	3.7472					OIE	291983
2021-03-05	2021-05-11	H5N5 subtype	{"Hsubtype":"H5","Nsubtype":"N5","pathogenicity":"HPAI"}	465975	Corcorax melanorhamphos	9145	white-winged chough	Wild	55.7115	11.6294					OIE	295546
2021-03-05	2021-05-20	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Accipitridae	56259		Wild	52.12	13.44					OIE	296148
2021-03-04	2021-05-25	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus	8867	swans	Wild	50.1237	8.7745					OIE	296192
2021-03-01	2021-03-16	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus olor	8869	mute swan	Wild	45.1061	19.0344					OIE	290762
2021-03-01	2021-05-07	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.449974	0.43643000000000004					OIE	295227
2021-02-26	2021-05-27	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus	8867	swans	Wild	51.34	14.87					OIE	296429
2021-02-26	2021-05-28	Influenza A virus		11320	Aves	8782	birds	Domestic	46.7156	31.9741					OIE	296545
2021-02-19	2021-03-25	Influenza A virus		11320	Laridae	8910	gulls	Wild	48.239	16.396					OIE	291559
2021-02-17	2021-05-19	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anserinae	2068722		Wild	49.58	10.9					OIE	295930
2021-02-15	2021-04-08	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441				Wild	36.4007	139.6876					OIE	293054
2021-02-10	2021-02-10	H5N5 subtype	{"Hsubtype":"H5","Nsubtype":"N5","pathogenicity":"HPAI"}	465975	Cygnus olor	8869	mute swan	Wild	46.828163	15.565973999999999					OIE	288811
2021-01-30	2021-02-03	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	53.52	19.77					OIE	288039
2021-01-27	2021-02-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	11.5941	8.342					OIE	288844
2021-01-27	2021-04-14	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Meleagris gallopavo	9103	wild turkey	Domestic	47.843915	40.049975					OIE	293220
2021-01-25	2021-04-18	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Aves	8782	birds	Domestic	21.1966	105.9284					OIE	293461
2021-01-22	2021-01-28	H5N5 subtype	{"Hsubtype":"H5","Nsubtype":"N5","pathogenicity":"HPAI"}	465975	Laridae	8910	gulls	Wild	47.99	11.17					OIE	287592
2021-01-18	2021-01-28	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anas platyrhynchos	8839	mallard ducks	Wild	35.254278	128.305532					OIE	287581
2021-01-16	2021-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Mycteria	33585		Wild	31.813485999999997	130.30395					OIE	287148
2021-01-15	2021-02-12	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Branta leucopsis	184711	barnacle goose	Wild	55.074034	8.662243					OIE	288782
2021-01-13	2021-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus olor	8869	mute swan	Wild	60.35	5.35					OIE	286993
2021-01-12	2021-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.9435	0.101863					OIE	287073
2021-01-11	2021-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.3017	-0.3686					OIE	287065
2021-01-11	2021-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.570554	-0.722065					OIE	287067
2021-01-11	2021-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.6738	-0.841241					OIE	287072
2021-01-11	2021-05-07	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.703281	-0.63059					OIE	295256
2021-01-10	2021-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.880915	0.01753					OIE	287043
2021-01-10	2021-04-18	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Aves	8782	birds	Domestic	18.9094	105.4677					OIE	293483
2021-01-09	2021-01-13	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	53.99	20.61					OIE	286275
2021-01-08	2021-01-17	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus cygnus	219595	common whooper	Wild	35.310375	128.672492					OIE	286771
2021-01-07	2021-01-15	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.761179	-0.486737					OIE	286731
2021-01-07	2021-01-15	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.8947	-0.258					OIE	286732
2021-01-07	2021-01-28	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.641000000000005	-0.485					OIE	287482
2021-01-06	2021-01-13	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	53.44	19.03					OIE	286274
2021-01-06	2021-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.3017	-0.3686					OIE	287007
2021-01-05	2021-01-28	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.653	-0.9179999999999999					OIE	287478
2021-01-04	2021-01-15	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.793884000000006	-0.005935					OIE	286678
2021-01-04	2021-01-15	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.786935	-0.563469					OIE	286683
2021-01-03	2021-01-15	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.6044	-1.0					OIE	286674
2021-01-01	2021-01-08	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.716362	-0.8614360000000001					OIE	286215
2020-12-30	2021-01-08	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	43.690612	-0.669493					OIE	286199
2020-12-27	2020-12-30	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	51.97	14.59					OIE	285604
2020-12-22	2020-12-30	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	37.086236	126.881069					OIE	285561
2020-12-21	2020-12-28	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anatidae	8830	waterfowl	Wild	53.75	9.98					OIE	285547
2020-12-13	2020-12-28	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	31.907723999999998	131.42819699999998					OIE	285523
2020-12-13	2020-12-28	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	33.75	133.5					OIE	285602
2020-12-06	2020-12-18	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus cygnus	219595	common whooper	Wild	52.43	0.1					OIE	285182
2020-12-03	2020-12-18	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus cygnus	219595	common whooper	Wild	53.21	-0.34					OIE	285179
2020-12-02	2020-12-18	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus	8867	swans	Wild	50.65	-2.6					OIE	285177
2020-12-01	2020-12-06	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anatidae	8830	waterfowl	Wild	33.051057	35.608884					OIE	284014
2020-11-28	2020-12-11	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus	8867	swans	Wild	54.41	9.97					OIE	284396
2020-11-28	2020-12-24	Influenza A virus		11320	Anser sp.	8847	goose	Wild	51.2468	3.2236					OIE	285383
2020-11-20	2020-12-06	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	32.690157	35.194604999999996					OIE	284013
2020-11-19	2020-12-15	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	34.182194	133.714508					OIE	285155
2020-11-18	2020-11-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Pica pica	34924	Eurasian magpie	Wild	51.188259	3.004813					OIE	282831
2020-11-18	2020-11-27	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anser sp.	8847	goose	Wild	51.23424	2.91424					OIE	283361
2020-11-17	2020-12-11	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Ardea cinerea	30390	grey heron	Wild	52.2	-1.63					OIE	284371
2020-11-14	2020-11-21	Influenza A virus		11320				Wild	44.974634	12.466154					OIE	282969
2020-11-13	2020-11-18	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Meleagris gallopavo	9103	wild turkey	Domestic	55.403746	14.090864000000002					National authorities	282828
2020-11-09	2020-11-27	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anatidae	8830	waterfowl	Wild	53.41	8.18					OIE	283363
2020-11-08	2020-12-11	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus atratus	8868	black swan	Wild	50.7218	-3.533617					OIE	284425
2020-11-07	2020-11-16	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anatidae	8830	waterfowl	Wild	51.0	3.0					OIE	282401
2020-11-06	2020-11-09	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anatidae	8830	waterfowl	Wild	54.38	13.26					OIE	282012
2020-11-05	2020-11-10	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anser sp.	8847	goose	Wild	55.0097	8.7761					OIE	282066
2020-11-04	2020-11-09	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anatidae	8830	waterfowl	Wild	54.16	9.08					OIE	282020
2020-11-04	2020-11-17	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anatidae	8830	waterfowl	Wild	53.51	8.1					OIE	282699
2020-11-03	2020-12-11	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus olor	8869	mute swan	Wild	51.74	-2.4					OIE	284358
2020-11-03	2020-12-18	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Accipitridae	56259		Wild	54.35	9.02					OIE	285202
2020-11-02	2020-11-17	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anatidae	8830	waterfowl	Wild	53.37	8.52					OIE	282533
2020-11-01	2020-11-13	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	53.450835	50.365942					OIE	282309
2020-10-30	2020-12-18	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus	8867	swans	Wild	54.470038	9.51416					OIE	285251
2020-09-16	2020-11-23	Influenza A virus		11320	Aves	8782	birds	Domestic	-33.8	22.1					OIE	283342
2020-09-16	2021-07-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	15.6633	106.3867					OIE	298554
2020-09-11	2020-09-21	H5N5 subtype	{"Hsubtype":"H5","Nsubtype":"N5","pathogenicity":"HPAI"}	465975	Aves	8782	birds	Domestic	23.537645	120.20072900000001					OIE	278933
2020-08-23	2020-08-25	H7N7 subtype	{"Hsubtype":"H7","Nsubtype":"N7","pathogenicity":"HPAI"}	119218	Gallus gallus	9031	chickens	Domestic	-37.9667	144.1333					OIE	277485
2020-08-11	2020-08-25	Influenza A virus		11320	Aves	8782	birds	Domestic	54.347136	71.56886					OIE	277386
2020-08-08	2020-08-24	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Aves	8782	birds	Domestic	23.70719	120.49166000000001					OIE	277455
2020-05-07	2020-05-15	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	46.568709999999996	19.606370000000002					OIE	272227
2020-04-27	2020-04-30	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	46.602140000000006	19.47559					OIE	271355
2020-04-09	2020-04-16	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	46.34587	19.40784					OIE	270353
2020-04-06	2020-04-16	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	46.493294	19.689126					OIE	270328
2020-03-22	2020-04-01	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	46.438786	19.850685000000002					OIE	272077
2020-03-08	2020-03-27	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Meleagris gallopavo	9103	wild turkey	Domestic	23.665922	120.38853					OIE	267398
2020-02-23	2020-06-02	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Strigiformes	30458	owls	Wild	23.46756	85.45409000000001					OIE	273466
2020-02-18	2020-02-25	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Aves	8782	birds	Domestic	20.8978	105.6488					OIE	265642
2020-02-06	2020-02-12	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Gallus gallus	9031	chickens	Domestic	23.626538	120.532122					OIE	265248
2020-01-15	2020-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Meleagris gallopavo	9103	wild turkey	Domestic	47.68622	17.987319					OIE	263825
2019-11-18	2019-12-10	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Anas platyrhynchos	8839	mallard ducks	Domestic	23.70148	120.259075					OIE	262551
2019-10-30	2020-01-20	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Struthio camelus	8801	ostrich	Domestic	-33.5	22.2					OIE	263744
2019-10-14	2019-12-11	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Struthio camelus	8801	ostrich	Domestic	-34.2	20.9					OIE	262223
2019-06-24	2019-12-19	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"LPAI"}	119220	Gallus gallus	9031	chickens	Domestic	19.339717	-70.479153					OIE	262693
2019-04-09	2019-04-16	H7N3 subtype	{"Hsubtype":"H7","Nsubtype":"N3","pathogenicity":"HPAI"}	119215	Aves	8782	birds	Domestic	19.878863	-99.55465799999999					OIE	251544
2019-04-08	2019-04-26	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Gallus gallus	9031	chickens	Domestic	23.8743	120.4437					OIE	252037
2019-01-31	2019-06-14	Influenza A virus		11320	Gallus gallus	9031	chickens	Domestic	51.247127	4.689417					National authorities	254511
2018-08-27	2018-09-11	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Anas platyrhynchos	8839	mallard ducks	Wild	55.20914499999999	11.187172					OIE	240023
2018-08-09	2018-08-16	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Aves	8782	birds	Domestic	58.95123100000001	46.514801					OIE	239017
2018-06-20	2018-06-27	Influenza A virus		11320	Aves	8782	birds	Domestic	52.434961	45.73404					OIE	237672
2018-05-23	2018-05-25	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anas platyrhynchos	8839	mallard ducks	Domestic	43.494444	27.856944					EC	236976
2018-05-16	2018-05-28	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Anser sp.	8847	goose	Domestic	23.677665	120.265872					OIE	237075
2018-04-11	2018-05-15	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Cygnus olor	8869	mute swan	Wild	55.0959	10.2596					OIE	236690
2018-04-06	2018-06-05	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Haliaeetus albicilla	8969	white-tailed eagle	Wild	58.82476	16.887975					OIE	237038
2018-03-23	2018-03-28	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Chroicocephalus ridibundus	1192867	Lachmoewe	Wild	48.157452	17.615443					National authorities	235218
2018-03-11	2018-03-27	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus	8867	swans	Captive	-25.6	27.7					OIE	235214
2018-01-29	2018-02-21				Aves	8782	birds	Wild	-34.1	18.4					OIE	234510
2018-01-15	2018-01-29	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	33.3531	44.3531					OIE	233632
2018-01-14	2018-01-16	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Gallus gallus	9031	chickens	Domestic	23.601248000000002	120.826967					National authorities	233405
2018-01-06	2018-01-13	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	25.431749	45.817622					National authorities	233134
2018-01-02	2018-01-03	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Gallus gallus	9031	chickens	Domestic	38.109567	127.30291499999998					National authorities	232871
2017-12-30	2018-01-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Thalasseus bergii	1843445	great crested-tern	Wild	-34.0	18.4					OIE	233500
2017-12-21	2018-01-02	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	24.14	47.31100000000001					OIE	232810
2017-10-11	2017-12-08	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Struthio camelus	8801	ostrich	Domestic	-33.4	22.2					OIE	232519
2017-10-03	2017-12-11	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	-7.3164	109.32080990000001					National authorities	232538
2017-09-23	2017-09-27	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Aves	8782	birds	Domestic	14.505999999999998	107.9953					OIE	231026
2017-08-15	2017-08-22	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Gallus gallus	9031	chickens	Domestic	23.761503	120.24548100000001					OIE	230414
2017-08-03	2017-08-10	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anser sp.	8847	goose	Domestic	45.137997999999996	9.506145					OIE	230286
2017-07-24	2017-08-07	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Anas platyrhynchos	8839	mallard ducks	Domestic	23.846712	120.305994					OIE	230412
2017-06-07	2017-06-12	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	35.949058	126.92833200000001					OIE	228471
2017-06-05	2017-06-30	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	2.1153	30.9238					OIE	228796
2017-05-23	2017-05-24	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	29.299559999999996	30.892120000000002					National authorities	228421
2017-04-26	2017-04-27	Influenza A virus		11320	Gallus gallus	9031	chickens	Domestic	37.89	34.63					National authorities	227645
2017-04-18	2017-04-26	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anser sp.	8847	goose	Domestic	46.684893	19.82526					OIE	226870
2017-04-15	2017-04-19	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	9.9822	105.822					OIE	226563
2017-04-05	2017-04-07	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Meleagris gallopavo	9103	wild turkey	Domestic	25.6825	32.631820000000005					National authorities	227402
2017-03-24	2017-03-31	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Meleagris gallopavo	9103	wild turkey	Domestic	52.94	8.06					OIE	225944
2017-03-21	2017-03-23	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	28.100540000000002	30.64102					National authorities	226044
2017-03-15	2017-03-20	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Gallus gallus	9031	chickens	Domestic	23.618128	120.2361					OIE	225650
2017-03-15	2017-09-25	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	5.9221379999999995	102.33891899999999					OIE	230997
2017-03-08	2017-03-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	25.86015	32.78693					National authorities	225284
2017-02-28	2017-02-28	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Wild	54.52	11.15					OIE	224778
2017-02-28	2017-03-05	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	50.2007	12.8212					OIE	224890
2017-02-28	2017-03-10	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anser anser	8843	greylag goose	Wild	48.84	17.19					OIE	224940
2017-02-24	2017-04-14	H5N6 subtype	{"Hsubtype":"H5","Nsubtype":"N6","pathogenicity":"HPAI"}	329376	Anas platyrhynchos	8839	mallard ducks	Domestic	35.44125	126.59768000000001					OIE	227048
2017-02-23	2017-03-10	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Anas platyrhynchos	8839	mallard ducks	Domestic	43.7569	-0.685					OIE	225058
2017-02-20	2017-03-07	H5N2 subtype	{"Hsubtype":"H5","Nsubtype":"N2","pathogenicity":"HPAI"}	119220	Gallus gallus	9031	chickens	Domestic	23.7362	120.21845					OIE	224794
2017-02-15	2017-02-21	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	20.2475	106.2245					OIE	223964
